comment,sentiment
عندي هالسوسة بس مارح يلاقو مكان بالورقة يزورو فيا شي لإن الموضوع عندي ما بيمرق بتوقيع واحدلازم أطرش الورقة طرش ههههه,N
خليا بالقلب تجرح ماتطلع,G
أحلى عالم انتو,P
يقول سيدنا علي بن أبي طالب ع,N
والله احيانا بحس قصدا عم تعملو هيك,N
زلمي ياعيسى مبسوط بحالو,G
موعن عبث منحبو طلع غالي,P
بالتوفيق بالقادمات,P
متلي أنا لما خبرتك وزلقت بالحكي وقلتلك فكرتك بتعرفي,N
مرت فترة تعالجت بالكورتيزون كمان وعم حس بكل كلمة بهالنص,N
بيبقى ارتب للصغار,N
والله دايما بغضب وبفتح حلقي تفتح النار ليش يا زلمة بدها رواق الشغلة,N
حمار ب طقم رسمي وكرافي,G
ههههه بشرفي لي طالع هلسرده بشم شعله مضروبه,G
ياريت بتعطيني مصاري,N
حتى الصوص طلعو فيز لبرا ونحنا لااااا,N
وين المكان العنوان بالتفصيل,N
من  ابشع لحظات والمواقف يلي نحطيت فين شعور حقير,G
لا بالأعياد ولا العطل الرسمية وايام جمعة وآحاد,N
الزراعه والثروة الحيوانية,N
الموسيقى الكلاسيكية,N
بعمري ما طقتها,G
العمى اذا صحيح,G
عشان هي العمله قبل استلام العلويين للسلطة في سورية,N
مات فهمنا بس ليش قابعينو من لغاليغو,G
اول شي كان اسمو فائق ابراهيم وبعدين تغير وصارت اروى طريفة,N
بيتعاقب بس مو سبب لوفاة  حق عام لدولة أو شي,N
يعني رجعتو عيشتوها,N
إنو الناس اللي بيصلوا وبيصوموا بيكونوا مثاليين و ما بيأذوا,N
فترة العلاج فين لمدة شهور وبعد انتهاء العلاج بضل في اثار ما بتزول,N
ممكن تفيدينا انستي,N
الله يشفيها ربي اللهم ارزقنا اصدقاء ان متنا لانموت  بداخلهم كل الحب لتنسيم ورفقاتا,P
بس يفيق خبرونا,N
مافي جمهور طالع بكرة,N
أحلى صباح بالعالم بصلنفة,P
منرجع للشرع اذا ماكانت تعرف عنو شي بهالفترة ممكن تتزوج من حدا غيره بعد فترة معينة والزوج الثاني هو اولى لانو صارت ع ذمته,N
الجلد بالسوط لان نحن هلق بالعصر الجاهلي,N
ايمتى رح توصلو لقناعة انه  من هالقصص كذب او ع الاقل حقيقتها غير هيك,G
لا والله ماغلطي الله لا يردن هدول جماعه نور عايشين من ورا نشح بطنن الله يعوضك بأحسن ويلي يستاهلك,G
والله على مايبدو عم تحلم,N
القضاء الروسي تبعا لااختصاص العيني,N
انت بتعرف انو انا بدي اتتنمر عليك,G
امين يارب,P
شو بهمنا كم واحد المهم انو بالاخر بدو يسركل المحكوم عليه,N
فعلااااا ماتت الرجولة من زمان,G
وقد لوحظ زيادة في طلب تذاكر الطيران من المواطنين الراغبين بالاصطياف في جزر المالديف بعد هذه المكرمة من القيادة الحكيمة إلى هذا الشعب الصامد,N
القتل العمد هو القتل القصد المقترن بسبق الإصرار,N
اليوم ذكرناه,N
هوه يطلعني برا الحدود بعطيه الجنسيه فريه,N
وين كرامتك ولي,G
خبرا ل ايوشا هالحكي,N
دخيل الله لخلقها هي واخواتها لكبة ولكوسا بلبن شي ناهي وطيب,P
لعنة الله على الكاذب ولو كان مازح,G
معناتا يكون عندا معمل بطاريات,N
مافي داعي القانون يعالج او يتصرف بهالخصوصتتصرف لوحدها احلى,N
لحمة مع محمرة,N
في قاموس القانون صياغتها  لا جهل بالقانون ولا تبرير ولا عذر لمن يجهل القانون,N
الكل خاصه وقت آكل بالغلط حصتي وحصه غيري,N
اي طبعا بس بدها مليون ورقة وتوكيل محامي حصرا يعني تكره الساعة الي فكرت تغيرو,G
انت مش مهندسة وين المطربان,N
كلام نظامي,P
صار في سامر عمران بالاخراج,N
الله يحميه وينصرو,P
ليك حبيبي هاد الرسام يلي التقينا فيه بالمعرض,N
كنت اخترت نفس الاسم,P
التاني لان بظن تعتبر مطلقة غيابيا من الاول,N
ضربة جديدة موجعة للمغتربين,N
ان شالله هالمرة ما تكون فاصلة منقوطة,N
صح ماني فهماني شي ولا ليش ترك فريقو بس بعين الله,N
طبعا تقبل  ولايوجد اي ماده في القانون  تمنع قبول شهادة كشاش الحمام,N
كل الضغؤطات يلي مر فيها بقطعة الكهربا منتحر كرمال ميسي بدو ينتحر,G
تسلم الايادي,P
اهم شي نلبس البدلة العسكرية ونحنا عم ننزل عفوا نشتري خبز,G
بضل بيتغزل بسمارك ولما بيتركك بفلك يا سوده,N
مع اني ما بعرف شي بالرياضة,N
ساره محمد,N
يسعد الله شو هالاحتفالات,P
اي متل دبي من  سنة بدو يرجعكم ع الخيام,G
ليش بس بنات انتو الخسرانين مع اني مابجي ع هيك محلات بس حاسس انك خسران بسيطة,N
ياعين عالاستاذ الغالي,P
بالتوفيق للابطال,P
يكسر ايديكن ويشلا الهي الله يلعنكن ولاد كلب,G
حتى بالمسائل حظي ببكي,G
تخيلي بكرة بنشرة الاخبار طالباتان جامعيتان من مواليد  شوهدن وهن يشربن الحليب,N
لا زيادة كم ليف بالمخ وبسبب الصرع عالفاضي,N
والحضيض يلي نحن عايشين فيه لمين نتركو,G
شفت شو صار بلبنان بعد القرار,N
يعني المريض اكتر منو هالأشكال الي عم تتعاطف معو,G
يا الله شو بايخة ومبينة,G
ما بتسبب أذى تحت المي أو إصابة بنسبة قليلة,N
اي بس ماعم يردو عالواتس صرلي شهر باعتة,G
التجاهل يباشا  والمسايرة اذا الوضع مابيسمحلك تقطعلن كرت بس هي بدا نفس طوييييل مشان مايأثرو عليك ويضربولك مزاجك الجيد,N
الله يرحما ستي ولدت بيي بالحصاد عالبيدر و ماعرفو فيها لوقت رجعت المغرب عالبيت و جايبة ابنا و المنجل ع كتفا,N
كل عام وانت بألف خير دكتورنا الغالي وينعاد عليك وعأهلك وأحبابك بكل الخير والصحة والبركة,P
طبعا حرية شخصية و الام وحدها هي من تقرر اذا ارادت الاحتفاظ بالجنين او اجهاضه,N
أمة اقرأ لا تقرأ للاسف لازم كل الأمور الصحية يلي العالم معلوماتا عنها قليلة تنطرح و بكثافة مشان العالم تقرأ وتفهم شوي,G
من ينحصرون مثل الفارة تبدي تشتغل فراراتهم,N
ويلي بيدرس ومابلاقي وظيفة شو غرامتا هي,N
كل هاد بيرجع للقانون الي متساهل بعقوبة هيك جريمة الله ياخد حق كل وحدة نظلمت,G
بتفرح اكتر منا والله,P
لعما منيح يلي قلتلي الغرامة  ألف,N
وينك بهالمعمعة  مانك متبرع ب شي,N
لعما لما حضرت هالمسلسل ضليت اسبوع ماطبيعية,G
ازا هيك تعا ننزل شوف هالمنحة,N
لا انا بالعكس,N
ما شاء الله الف مبروك,P
دخيل كل المحتوى المقروئ والمسموع والمتلفز لاجلك بس,P
اي شي قرف بقرف أعضاء هيئه تدريسيه ماشالله ولي ميحقق معو فهمان مرضو النفسي كمان,G
محمد المحمود شوف برجك,N
دايانا الحسن حفظوا البوست بفيدنا بالاصول,N
مو صح انا صارو هيك وكنت اجلي وكنت اشطف وعادي كتيرر بس اخر شي مللوني وقصيتن وهلق عم ارجع ربيهن,N
اذا كانت آية دون  عام  سنة سجن,N
ونفس الشي بالنسبة للنحف مو بس لزيادة الوزن,N
يحظر تتنفيذ الإعدام في أيام الجمع والأحاد والأعياد الدينية والوطنية,N
اذا شلتي شقفه من انفك ما رح يبقى شي,N
لاحول ولاقوة الا بالله العلي العظيم,G
حتى الدبدوب طلع مشوار وانا لا,G
قرأتا الجراثيم وكنت جاي جاوب انو بالصيف الله يسامح اللي كان السبب,N
حكيت رأيي بالجمال حرفيا,N
الله يوفقكن بوركت جهودكم,P
